# SYNTHETIC PROJECTION — generated by the fleet digital twin (sim/) from a seeded synthetic world. Not observed production data.
scheduler,seed,night,n_planned,n_executed,n_accepted,expected_deliveries,realized_value,schedulable_value,planned_minutes,wasted_minutes,distinct_targets,transit_events,transit_covered,transit_mean_coverage,utc_hours_covered,mean_clear_frac
greedy_nearest,44,7,259,108,87,111.95,13.4898,175.6137,1311.0,876.0,67,3,0,0.0,22,0.54
greedy_nearest,44,8,257,108,89,93.55,16.2649,177.8998,1619.6,968.8,67,2,1,0.462,22,0.519
greedy_nearest,44,9,249,119,108,94.04,22.1007,203.5246,1442.8,711.0,65,6,1,0.167,21,0.456
greedy_nearest,44,10,260,134,121,106.48,22.4791,183.0303,1858.6,1057.0,67,4,1,0.125,23,0.529
greedy_nearest,44,11,266,116,99,103.68,15.3109,210.2636,3197.8,2031.8,69,10,2,0.181,21,0.549
greedy_nearest,44,12,260,92,78,93.4,14.5092,174.9859,2086.6,1405.2,67,5,1,0.19,20,0.44
greedy_nearest,44,13,253,53,48,71.0,13.4872,189.8366,1667.8,1031.0,64,4,0,0.107,15,0.36
greedy_value,42,0,267,140,122,84.84,44.0065,280.291,3105.8,1808.8,72,4,2,0.387,23,0.609
greedy_value,42,1,251,127,112,94.05,36.8935,250.976,2270.4,1319.6,67,4,1,0.25,22,0.688
greedy_value,42,2,259,144,122,109.52,41.0842,252.5093,3980.2,1893.0,71,7,4,0.508,23,0.652
greedy_value,42,3,246,111,99,98.05,24.246,235.7506,2495.4,1761.8,67,5,0,0.071,20,0.541
greedy_value,42,4,263,128,116,111.22,39.514,229.0106,2949.0,1039.4,70,5,2,0.475,22,0.64
greedy_value,42,5,255,114,102,100.83,33.0411,260.162,2480.6,1446.4,70,7,1,0.186,21,0.594
greedy_value,42,6,265,114,96,120.82,28.1664,231.3668,1802.8,1085.4,70,5,1,0.2,21,0.582
greedy_value,42,7,247,114,94,114.62,23.777,235.4873,3659.4,2432.2,68,6,3,0.474,21,0.632
greedy_value,42,8,256,135,121,113.26,40.349,243.6826,2671.8,1095.2,69,8,3,0.302,21,0.501
greedy_value,42,9,252,113,94,109.16,21.9363,203.3556,1420.6,793.0,67,4,1,0.136,18,0.576
greedy_value,42,10,262,144,115,118.58,32.8646,218.7115,3037.8,2009.8,69,6,2,0.289,24,0.662
greedy_value,42,11,259,92,76,106.21,26.216,222.0012,2665.6,1905.6,70,6,2,0.321,20,0.545
greedy_value,42,12,278,140,120,128.21,32.3545,233.6003,4632.2,3068.8,73,8,3,0.278,23,0.649
greedy_value,42,13,263,90,76,94.86,17.3729,205.948,3178.8,2127.4,71,5,2,0.335,23,0.407
greedy_value,43,0,264,89,81,64.81,19.9922,227.878,2201.2,1355.6,74,4,1,0.133,21,0.398
greedy_value,43,1,267,144,123,93.79,25.8548,200.2717,1569.4,723.0,77,4,1,0.188,24,0.556
greedy_value,43,2,266,156,134,115.01,34.1253,198.989,2096.0,1021.4,74,5,1,0.186,23,0.6
greedy_value,43,3,264,157,134,116.75,32.7335,200.3309,2240.2,913.8,74,5,2,0.329,22,0.589
greedy_value,43,4,269,87,81,91.5,12.7605,213.4078,2524.2,1858.4,76,8,0,0.035,24,0.396
greedy_value,43,5,257,93,80,90.47,22.8592,184.235,1288.0,888.0,71,5,0,0.0,22,0.409
greedy_value,43,6,258,138,114,114.25,22.3632,179.8597,1296.0,723.0,72,4,0,0.0,24,0.488
greedy_value,43,7,261,159,145,114.97,29.5537,181.9389,2840.4,1110.6,74,5,2,0.389,23,0.585
greedy_value,43,8,271,136,118,111.11,22.3574,185.819,2703.2,2107.2,75,6,0,0.0,23,0.464
greedy_value,43,9,269,152,137,128.73,26.0021,164.5129,1815.6,926.8,75,4,0,0.071,23,0.6
greedy_value,43,10,271,115,97,100.32,24.3608,175.043,1801.6,1094.8,74,5,1,0.2,22,0.473
greedy_value,43,11,274,151,137,124.42,38.7255,196.7384,1829.2,685.0,76,4,1,0.25,23,0.544
greedy_value,43,12,277,170,150,137.94,32.5546,200.8772,2750.6,1397.0,77,5,2,0.3,24,0.673
greedy_value,43,13,283,107,95,107.33,33.296,210.3788,2527.2,1818.4,77,5,1,0.2,22,0.468
greedy_value,44,0,282,124,108,75.93,39.5596,267.8418,3264.0,2306.8,72,6,2,0.25,21,0.476
greedy_value,44,1,272,130,113,97.08,31.5592,232.2893,2841.2,1583.8,69,6,2,0.333,24,0.57
greedy_value,44,2,273,117,106,103.06,34.5305,205.3451,1939.2,835.0,70,5,2,0.4,22,0.433
greedy_value,44,3,270,113,95,108.86,29.1706,196.5623,2749.8,1370.2,69,5,2,0.442,23,0.571
greedy_value,44,4,267,104,89,89.1,21.0588,193.9416,2779.0,2029.6,69,6,1,0.167,20,0.474
greedy_value,44,5,268,105,93,95.75,21.8729,187.4465,3151.6,2021.8,68,6,3,0.39,21,0.424
greedy_value,44,6,264,121,107,104.64,19.8068,178.0749,2155.0,1019.4,67,4,1,0.217,22,0.479
greedy_value,44,7,259,106,88,120.41,14.0063,167.0382,1316.0,862.0,66,3,0,0.0,22,0.54
greedy_value,44,8,254,99,89,100.63,19.8734,170.0757,1587.6,950.8,67,2,1,0.462,23,0.519
greedy_value,44,9,251,111,102,101.02,22.9053,195.5395,1679.4,745.0,64,6,2,0.312,21,0.456
greedy_value,44,10,260,154,135,115.52,28.2729,174.703,2116.8,1117.6,66,4,1,0.2,23,0.529
greedy_value,44,11,261,120,105,105.15,19.9692,200.864,4108.4,2027.8,68,10,3,0.288,21,0.549
greedy_value,44,12,260,96,88,100.63,14.0915,165.7944,2310.2,1581.8,67,5,1,0.19,20,0.44
greedy_value,44,13,250,57,51,78.04,12.2814,181.337,1851.2,1199.4,65,4,0,0.107,18,0.36
random,42,0,273,114,96,74.87,35.5523,280.291,2005.2,1092.4,71,4,2,0.301,23,0.609
random,42,1,251,130,106,77.75,34.3237,261.1046,1453.4,725.0,66,4,1,0.178,23,0.688
random,42,2,262,115,97,87.07,31.8466,260.6152,2160.6,1050.4,70,7,3,0.366,23,0.652
random,42,3,251,104,89,81.08,27.3212,240.7096,1641.0,988.6,68,5,1,0.2,23,0.541
random,42,4,264,101,83,90.57,20.1058,233.8333,1781.6,1366.6,70,5,0,0.0,23,0.64
random,42,5,256,111,98,83.43,31.1487,268.9718,1793.0,1002.8,68,7,0,0.092,22,0.594
random,42,6,270,85,68,95.07,18.2953,241.2892,1747.4,1407.4,70,5,0,0.0,20,0.582
random,42,7,258,92,84,95.24,30.5316,245.8689,2313.2,1344.8,69,6,2,0.345,24,0.632
random,42,8,255,89,77,79.02,23.4659,252.3133,1459.6,893.0,69,8,1,0.086,22,0.501
random,42,9,259,132,118,95.08,27.2543,216.2573,1301.0,708.0,68,4,0,0.0,23,0.576
random,42,10,263,133,115,100.46,37.7691,262.4008,1676.0,769.0,71,6,2,0.28,24,0.662
random,42,11,268,100,83,90.37,35.4297,260.6892,1939.8,1138.8,71,6,2,0.321,23,0.545
random,42,12,274,126,105,110.51,35.1857,244.9453,2159.4,1040.4,72,8,2,0.268,22,0.649
random,42,13,264,81,73,79.04,20.3372,216.128,2278.4,1584.4,70,5,1,0.277,23,0.407
random,43,0,281,63,55,53.8,12.8295,227.878,1572.8,1294.8,77,4,0,0.0,21,0.398
random,43,1,275,91,74,65.77,20.8008,208.049,1381.0,1011.0,74,4,0,0.0,23,0.556
random,43,2,284,132,113,84.63,27.2861,206.5629,1426.0,858.0,79,5,0,0.0,23,0.6
random,43,3,278,137,118,96.44,27.9264,209.3103,1998.4,1006.8,76,5,1,0.2,24,0.589
random,43,4,280,67,59,74.62,17.7172,225.7548,2324.4,1828.6,77,8,1,0.071,18,0.396
random,43,5,271,68,63,70.72,20.9547,196.943,1367.0,1052.0,74,5,0,0.0,22,0.409
random,43,6,271,111,88,87.2,19.8386,190.2498,1367.0,921.0,75,4,0,0.0,23,0.488
random,43,7,274,144,119,95.33,20.6123,189.3938,1376.0,781.0,76,5,0,0.0,24,0.585
random,43,8,275,119,102,86.9,22.3859,189.628,1752.0,1242.0,76,6,0,0.0,21,0.464
random,43,9,279,129,111,105.29,22.3631,169.4608,1601.8,1040.8,76,4,0,0.0,23,0.6
random,43,10,279,98,84,88.15,16.1085,186.0068,1401.0,978.0,74,5,0,0.0,23,0.473
random,43,11,281,142,131,104.01,22.3264,178.9802,1421.0,756.0,76,4,0,0.0,24,0.544
random,43,12,292,136,124,118.39,31.9839,224.0137,2179.0,1278.2,78,5,1,0.2,22,0.673
random,43,13,286,95,79,87.33,23.6922,222.9256,1771.8,1110.0,78,5,0,0.057,23,0.468
random,44,0,287,88,74,63.2,21.3556,267.8418,1441.0,1068.0,76,6,0,0.0,20,0.476
random,44,1,278,110,103,77.65,31.5239,238.5928,1694.2,1053.4,71,6,1,0.148,24,0.57
random,44,2,275,75,69,66.24,23.5055,216.6405,1506.8,1036.0,71,5,1,0.2,23,0.433
random,44,3,276,108,94,85.53,23.8785,209.0228,1668.4,1198.4,72,5,0,0.0,23,0.571
random,44,4,267,106,95,83.11,21.449,202.5607,1752.8,1051.2,70,6,0,0.052,22,0.474
random,44,5,278,89,78,75.41,15.9493,197.5047,2249.2,1439.0,72,6,2,0.22,22,0.424
random,44,6,257,90,78,77.9,17.2571,189.183,1422.8,907.0,67,4,0,0.083,21,0.479
random,44,7,266,74,63,89.02,13.5367,178.217,1336.0,1018.0,69,3,0,0.0,23,0.54
random,44,8,259,96,88,84.85,13.9742,181.7485,1308.0,868.0,70,2,0,0.0,23,0.519
random,44,9,254,70,65,71.68,12.2224,207.8049,1285.0,960.0,65,6,0,0.0,24,0.456
random,44,10,264,114,102,87.12,17.2184,187.3421,1332.0,816.0,69,4,0,0.0,23,0.529
random,44,11,269,102,90,91.47,13.3437,216.4015,1763.8,1082.4,70,10,1,0.087,23,0.549
random,44,12,261,76,66,88.15,10.8428,178.82,1577.4,995.0,69,5,1,0.2,22,0.44
random,44,13,254,69,59,71.15,10.4372,194.9861,1612.8,1179.4,66,4,0,0.1,20,0.36
